taxid	total_length
1658009	4494139
1407052	1971838
1410638	3248062
1706436	1610745
1801994	565585
1116369	6000000
1095770	1758598
1196416	631440
1515746	4215794
1798458	969913
1263072	1773580
743973	1732123
1801992	761679
391587	5033129
1870994	2138714
1218176	1179551
1121274	3425989
991	5877671
983545	5393591
1798459	802204
1206736	6000000
883081	1806596
1403328	3054842
1802511	619231
1635272	1651366
1805304	555297
1618987	901099
1439726	4380693
1617427	1050508
1805149	2090967
1423715	2918319
1664068	4714744
1618501	630562
1618483	994505
1121895	6000000
1797911	1691769
1618428	1070928
1416760	3876324
363953	4373820
1736496	4067614
398512	6000000
1459636	2954373
1304	2188923
1736272	5387355
1642	2910566
1807729	3133976
1618486	988286
1674821	2454657
1618345	1098928
1801942	1548689
930946	2959765
997346	3693727
1801918	917216
1811657	1240878
1359166	1438374
56804	3201741
1077144	3352817
1449045	4955847
1674899	2829483
938294	2366094
1121874	1931022
1122226	3205558
288992	6000000
1619124	861783
1689268	1946898
1231241	1823483
1160721	5463053
1121365	2370005
1798708	1007905
579478	5213994
218495	1852352
1054217	1461105
1234369	1106409
1121099	2634691
1125979	5505000
333146	1935211
1802749	494507
1618352	749932
1428	6000000
1913578	2533041
1074090	2087882
106370	5433628
1618491	781735
1817835	852684
1437610	2847572
1384054	3114078
1229727	5424264
765873	3448426
1262790	3015377
1122228	1884654
446462	6000000
795666	3829108
1288083	5311812
1120936	6000000
1805281	681623
794903	6000000
1805075	1778318
1798527	601349
1337093	3896245
1817824	1075229
1801760	753014
1549748	4312119
1136177	3426323
1801833	1289911
1275968	1953029
1408473	5151245
1321820	1604508
1802527	1074938
456442	2542943
1041826	3162432
296218	4189908
1797252	954878
1028307	5280350
1006000	4932354
1797914	4738565
313624	5462271
1121402	3961953
452652	6000000
1495067	3178490
221360	2584918
1798004	932610
222891	859006
197221	2593857
1618764	767161
1752216	3211443
1797344	5268002
1195763	5078735
358396	4338576
1802217	560134
585394	3592125
83554	6000000
1352941	6000000
1674802	1844649
1104576	1098042
1410653	4753597
1227499	4588634
441620	5848997
206403	2217891
1798276	2537316
1121917	3059517
1612202	2527601
454171	6000000
1802245	1435770
1802055	1453138
44251	6000000
1884657	1853627
42565	4103924
1410628	3945387
1588753	1698073
2325	2397824
1408205	2592265
935839	4252182
1602169	3263251
1127131	2284024
1461260	4141170
452637	5957605
1219045	6000000
1530186	3849771
1236508	3002170
877422	3372542
1298598	3651580
454194	3788560
1801668	524341
1437824	3952818
1121867	5503346
1569277	1274958
1798690	1110770
391595	4745450
459495	6000000
1174528	6000000
46234	5305675
76114	4727255
1408323	3724716
861360	3918192
74547	2410873
1674850	1615870
620914	4257070
1041504	1515556
1802487	1018413
203120	2075763
1112215	3109262
1619897	3596296
146827	2737971
1128421	4475263
1618514	750642
1802579	1788396
1262831	2389330
1699621	3514998
1120966	4431678
1797888	2214114
680646	2264603
1194165	3952501
1434109	4907186
1811637	3302781
446468	6000000
526227	3721669
1618487	921819
1496689	3608439
1122218	3409949
1797931	2696281
1027292	3727356
1191298	4239624
273116	1584804
85701	2631180
888062	1281836
1385511	4276966
573064	1507251
1392486	3318148
571933	2992995
1802329	752271
511	4248684
95606	4878673
1802216	790665
1399794	922439
1674919	984333
572546	1563423
182141	5154488
1802312	887479
525284	1667350
673862	1118422
284502	5851275
867917	2022594
1797547	613013
1492898	5940863
1802395	1074869
1798665	992589
1000938	1156921
1798565	731629
1655579	1127841
1421013	4068467
1798467	455427
1635279	1629409
1260624	2999966
1120992	3475815
1432657	1640950
1006551	4765486
1121286	4214564
1121024	2267201
652	4400034
1798470	608199
339656	3561919
78344	2160836
1798682	779681
525255	2145347
1280689	3561289
1797595	1177368
1123302	2036468
1132505	2694762
1385520	3987063
1618978	904718
1120968	4712065
316275	4655660
1075399	609561
1089552	4176524
1449058	3111058
1577686	6000000
1206773	1759113
1131270	1626233
478	4474438
1777492	4666357
525919	1998633
388399	5262893
1121271	4523636
943816	6000000
1318629	1815647
1458461	3415905
1811584	892063
1471532	895440
1798338	654571
70255	2659676
1798687	966805
762051	2101787
1674837	3735020
1346330	5126359
1262795	1844680
1797358	2636980
1139996	2604038
932037	753259
1123513	2609305
1123489	2203313
1150625	3407443
1321781	2313357
177758	2025630
1379305	2874403
332186	4672592
1714344	3632663
332977	5547756
1283287	4434130
1280679	3947728
1761874	5243123
1617413	2549711
1458985	6000000
1802642	767997
573321	6000000
1797822	2404318
1802188	4202118
1291743	1860394
1930023	1685577
419475	4992805
314270	4018415
1797724	728096
313625	2285034
400092	5462537
1798703	970672
1286171	3055036
1798260	1607312
121719	5669701
45242	2723453
129338	3474426
29433	2306095
877414	3040979
1619079	987212
1423749	1848461
184925	6000000
191292	5922748
1207076	4626799
1798450	4122923
1348334	6000000
1122236	2860219
1231624	3198265
521674	5460085
1805032	2110980
1918508	2881270
1304275	4282309
119978	3503318
1914305	1607407
458233	2219737
1203624	2313371
1781251	676143
1034807	3563292
1632858	2849407
1797597	1019933
1807500	3838211
283737	1327392
1121278	5586102
1811666	2903419
1895835	6000000
270498	3203641
231434	4320537
411474	3102987
371042	5749517
585056	5358200
1123397	2687697
1400807	2913733
1935148	1861077
1121947	1573767
304371	2957635
1797607	1537590
1802653	783117
426114	3785534
1008457	3458160
1041939	1484494
1619049	1137899
1461580	4762944
1618639	1382032
1627894	2824716
1805303	830170
1314958	2307885
759620	4135763
523794	2465610
1408226	1829043
1618672	567894
1132501	2601131
468059	3445768
679935	3734239
1412841	1196760
1802278	1093773
1502291	1360636
1703427	1882756
1736475	4984412
1860098	4275905
684719	1237371
1935011	936826
860228	2571406
1619060	1026727
1122200	5177835
1897041	1685559
1805225	2577001
744985	1410127
1798541	1141783
1797891	1764685
1262829	1079645
722472	6000000
1262706	1810591
1643675	1246945
857581	1903901
493385	3696254
1801985	2210795
1798275	1740090
1802404	642212
1676159	2086010
1280680	4588273
203275	3405521
1797394	1966280
1798341	760864
1798618	547896
1080230	3570114
610130	4662871
1802684	598235
1396826	4614060
264731	3619559
1293597	2052598
247639	3576081
1635280	2030215
1056512	5555590
1341683	3148512
709015	4952578
1802350	1276494
529120	4653851
1618865	944541
1801930	1147819
1049972	4211147
901	2807531
649747	5313859
169292	2355597
1449355	6000000
329726	6000000
1158318	1653625
907931	1638971
1752202	2330242
1935135	1392811
1655588	1209326
1218112	5044663
1127690	1901306
1137271	4941689
929556	5202069
326425	2225962
1896986	1784841
1226324	3573774
876478	2259819
929558	2952682
1619063	1229871
592029	3914632
426128	3768981
1348245	5356465
1798461	1054222
927658	4122270
1619074	1070204
1262976	1977673
1801965	4893468
626522	2585719
1801820	1790555
1537715	3118428
1262798	2256374
1123252	4185101
270918	3775942
1802268	1103478
865937	3966857
405946	3579090
1705566	5265521
1896224	3493574
103855	4912977
880724	1854197
537007	3058721
83765	3072471
1410656	2033981
1736290	6000000
1935146	2325903
1117379	5371144
1449065	4729246
237609	5764622
1495050	4902375
1935047	1691297
1655563	1001092
1714261	1876950
391623	2064237
278961	4947033
1090321	5563209
485914	3332349
700597	6000000
1460372	5029817
947013	6000000
90270	5625449
331635	1106197
1798406	486892
388357	4159643
2162	6000000
1629708	5997605
1906166	1841220
706191	4703373
1736345	3600029
1121447	4185035
1685382	4562553
272562	4132880
1736553	2910897
1262957	1946302
1802137	661502
1801747	590999
1082931	3948887
1704277	3894815
938289	1713902
1736311	3926430
1891289	3296036
1479651	3354763
1817878	4677126
1797930	2306322
1280953	4280175
1382359	3686523
1444306	3204201
883155	4227641
915437	6000000
225992	3733085
1802499	1135353
1934979	2062531
1269942	3379634
1449351	4898228
1802048	802195
1802283	688499
1094894	5686559
1410610	3407272
512565	6000000
908338	1836030
301375	4642050
401053	5095226
1895836	3133412
1479485	6000000
1805424	1534662
1797858	1740682
194963	6000000
1218074	6000000
1797808	2075809
1121346	4476185
1805308	759879
1736580	5812563
1798288	1307828
859	2550375
1122165	3764213
1679169	4154233
1817881	2625290
1263017	1489376
558169	3775822
1235802	6000000
1111732	2459805
1433126	3149227
517011	3967734
1410674	2411783
1074467	2790548
1619136	855823
1797897	2582685
1802591	832262
1143323	1067202
1660118	894739
29483	4215864
223786	2444910
579138	2061413
1235797	4467686
155892	5322177
246432	2822193
1619231	6000000
1338009	5610811
1053692	1746697
1211813	2772824
1801935	1198715
517722	3117324
1736216	3943835
1586267	2331098
521392	2232000
128780	4138297
1408311	4166765
1122149	2054664
1278308	2847348
1778264	352837
350688	3123558
1358026	4226099
1068975	4050072
1122203	3139679
551947	6000000
1379870	6000000
1401651	581916
1185876	6000000
85962	1667867
1674831	1222090
1635005	4295060
1443112	4131080
1242864	6000000
649638	3260398
1801621	2561499
1801793	499456
758825	6000000
1173022	5620407
1121934	3379129
1603555	1620156
1618508	853245
1706438	1557731
1122927	6000000
37923	2296741
1935106	1710598
940191	3594524
1798572	3776931
1911906	592841
1618879	599556
1802356	2183655
1188	6000000
79879	5476388
1581112	2421537
29350	2111309
1674898	2714328
1415775	3338630
1674894	2851340
1802358	2174656
134676	6000000
313628	6000000
1797403	3374422
987045	5585780
292222	2902267
1803424	3444861
1674901	3602172
1239962	4854424
1267981	3436756
1150112	3140132
1121262	2655018
227377	2032674
40335	3356485
501479	5523231
1591054	1819157
1387569	2514985
1618710	871566
1801910	1028294
1802734	603298
1317118	4638882
1801791	630629
1736370	3462693
1802247	2305037
1801967	2019143
1391647	3113901
1736410	3422365
1674841	2377232
1172188	4938734
760011	2227296
1441733	2459939
1211035	3999909
1348635	4721754
1172185	5711547
883080	4203290
1798536	699981
1132443	4978464
292563	3163381
1805427	2445008
1674839	1438522
1111730	3079036
1798358	740563
1798648	494941
1618663	542483
268739	2912573
1123241	5820860
319236	2935762
558151	5202773
1736389	5803427
1262759	2196785
1655312	1001943
1797241	500731
1089453	4952979
1547597	6000000
1618871	637327
365528	6000000
1263832	2443169
658657	4414579
1313304	2591328
861299	6000000
1671656	1607157
1262961	2290615
1805224	3137331
1618756	678769
1121404	4796810
1236962	6000000
562729	3987205
446692	3969909
997872	1706966
1855334	3134241
1229909	1690905
1122125	6000000
1280	2709797
1511746	2708758
82135	2987459
1348853	5027021
1581131	2168922
315749	4094159
1736477	4193379
1461581	3344211
1881048	6000000
394221	3368780
1125699	2530388
44252	6000000
359159	6000000
1441736	2608492
411461	3186031
1411685	2605026
1441734	2532319
436308	1645259
570417	1482455
1123075	4094708
1801689	2194295
797114	4694889
80876	4638036
1218354	1175981
1635284	1356511
1410657	2126709
1294261	4954151
1736346	4350923
1262872	2412874
1095746	2101432
1282	6000000
1802496	1075313
1801753	695207
742733	6000000
243924	5647497
1817866	883905
1382356	2934621
84725	6000000
320778	5536932
1842519	726771
1121033	6000000
765122	2476421
550540	4279159
1703403	2741304
669041	2918253
1736549	3441323
689781	3790484
1797862	1977829
1064535	2474718
1936081	3752836
546262	1872773
33050	5748623
1404245	3568218
1797256	858429
28229	5723506
1797463	672036
1340493	5747993
1535750	2623309
1811640	3036701
1309411	3236984
1801685	1659630
146817	4130502
1262791	1639723
185008	3400374
1183438	4724791
1805248	1178602
116598	1240904
1752208	1724203
279808	2697861
1618609	544781
1423743	2844682
1471761	3629225
1752218	5083525
1817744	545562
1798384	1288562
1798600	618020
1802493	842582
307480	5487842
1401260	3985996
1618817	760742
54913	6000000
1348584	4635105
1314752	5159434
76731	5681722
1158291	4204671
1928762	4110743
1868282	6000000
1509431	6000000
1497615	6000000
1618358	758139
1588020	4339100
1618378	730827
1193051	4188061
1379858	2332248
1267021	2692351
1618430	1024051
1797261	958218
1119529	2441992
1902579	1868279
35806	4732772
699218	1726197
1122963	5230452
390333	1864998
1160137	6000000
531814	4071593
1798686	992078
1392487	2301752
1284708	1839502
1040989	6000000
1241935	2465177
1619084	1051759
351160	3179916
82985	4094629
1156985	3994069
1802233	760823
1262811	1177475
244592	5504826
1069448	5558097
1121086	4023079
1618896	710589
1736329	3453774
279360	4243716
1618543	866710
1527444	1485499
1122987	2426740
1802582	1698899
1803440	3181833
876269	4235448
1122941	3872381
1321370	2839759
1565991	3422674
1676150	1540930
1797369	2423138
1211843	3098593
1032506	3164912
1906157	5494645
880073	4978541
1618761	786426
1801734	752752
1440053	6000000
1805125	2574348
1811620	2026548
1407653	1451056
594679	1661527
882	3773159
1852372	2283357
717772	2158359
1736538	6000000
1878999	1390915
797473	2553535
1801647	758527
1732020	3639179
1803822	1247229
1886	6000000
134287	1121596
1423770	2336411
1095745	2107814
1802378	3785777
380749	1559514
1385664	4360029
178306	2222430
1617415	3041536
536227	5752782
1618832	1288159
1194526	2560716
1325472	2040945
1408430	3420763
1761880	6000000
1802226	743406
1196323	6000000
1618907	657246
431269	6000000
1909457	3352133
1236689	1666795
1225657	3678290
49896	2021699
1798350	846712
156205	4082902
1930016	1612463
888439	2143714
161156	1687244
1293909	1413459
1410633	2686267
627343	4310417
756067	6000000
1410649	6000000
1798486	716541
1413187	3279100
1801914	1196444
1802062	658267
1465490	4985410
264201	2414465
1797285	1002649
1450515	2112182
1423777	2117633
1936242	6000000
1111454	2214431
1121396	5644283
562	951382
210	1609835
1315283	4147593
420336	2686047
1604835	2813551
1160703	1840757
1473546	2633009
1849360	3624230
755874	4413119
504487	3773436
28116	6000000
487796	1905484
1618445	1141788
1801927	807000
1227457	4052434
1460653	4329788
1449343	2662616
935700	4098947
1736456	6000000
645274	3479601
1300343	6000000
1397528	3668536
1797320	5934517
1797303	682654
1805226	1379563
1193729	1481191
1408854	1242323
1882753	3193061
1178482	4757486
33977	3590595
1396858	3559739
1896985	3263217
1895923	4727320
159291	3309052
517418	3293456
220714	2825428
1225341	4050148
29539	2207191
67855	2457363
441769	3381351
1801691	2292831
1797373	2096779
1797683	2828382
1802256	2501187
1666906	6000000
202956	2951447
1764262	3494361
1618470	584168
1797764	849291
1122939	4470560
160791	4895574
1123376	1871474
1797404	3691771
1811609	1090564
1110502	6000000
1802301	921489
1380356	5177578
1266370	3077713
1660252	1822445
981384	4490413
1123234	3544726
1871025	1864878
1302858	937966
551789	3400379
1295124	2415892
1674854	3723149
126738	1851618
1801863	704252
525309	4544733
1280514	4019867
44742	3699310
522492	4723534
1123262	6000000
1423802	1566789
866770	2384880
1312954	3544125
1655560	740497
1123065	4174923
1734398	4105436
1700835	1931714
1797828	1431679
1696176	511073
1280683	4000398
1307763	2949723
1262690	2134390
1396512	2374299
1162717	1460484
1801754	633787
1121017	3995323
742742	2492085
1423745	2703743
1121884	4677460
1101192	4664957
1643429	4873426
1408841	1238446
1801864	909001
1000936	1390987
1620421	5119813
1802038	1192998
575599	2026518
414996	5359899
1810504	3243537
649	4540059
1798510	615568
2138	1771859
595494	3471292
1586290	3651130
1464123	2937914
927664	4249974
1807730	3102289
536979	6000000
349106	2995049
1736286	4753721
1797207	1499723
1817730	1089434
1618624	572230
1618775	792414
1261130	2123894
1817832	862074
1697053	2494031
1805215	1992130
1296990	3905082
133720	3244868
469383	6000000
911133	1975004
1531	6000000
400055	3206962
411459	3625508
1676616	1548621
1802306	1011203
1801674	629099
1161911	2293464
1618953	654613
1123242	6000000
552398	3197355
525904	3101581
1301098	6000000
1275972	1369811
1736308	3423974
1118058	1864179
1798563	778731
1104568	967373
402289	5891134
1236908	1301823
1211777	6000000
1805255	752568
1121301	4060624
1618984	899336
1761876	5914839
1449352	6000000
1798448	4346285
1618361	747913
1802439	707755
1262927	2409897
1121013	3159341
1236961	3008372
1500891	4501157
1603897	3771912
349307	1879471
1881053	3205039
551991	4868714
84588	2434428
1449342	2632867
1120976	4459788
1797688	439691
869211	2560222
267870	4906446
1802422	1101304
1528106	4270334
1073996	3284590
1054945	1342792
195103	3256683
521045	2302126
1262809	1300573
1618370	1147980
1802067	1005527
521098	3205686
190192	1694969
1855411	1972283
545276	2814898
768710	5660978
639030	5001037
1134055	2772066
1185766	4179056
939696	1459518
1801933	1557021
1895928	6000000
674703	6000000
1283300	3509607
1130329	2244175
186116	3448881
641549	4166348
1326980	3564706
1131442	6000000
1853256	4960183
1274374	5584690
451640	2671313
118173	5621883
1802707	627228
644295	2406232
685727	5043170
883111	1897623
1339243	2236196
1262834	1867907
1655311	1460402
1443441	5043263
1452487	2859035
1296415	5262767
1797464	1059718
1618556	548199
1410624	3213641
1380392	4684622
1802779	744429
145458	2346032
1262754	3320774
272631	3268203
196164	3219505
1798501	882077
682795	6000000
1123027	3430274
1123401	3718676
1048340	3331831
1249668	6000000
39482	5545490
1798607	554929
1798261	1184118
1798685	1018519
167542	1704176
579483	3557636
1301100	3735762
1219585	1490259
1611323	3644302
570521	5345319
1121319	4101506
1122131	4839203
1173027	6000000
1618418	962353
35841	3707071
1802330	706266
525918	3936903
1801802	749402
647171	1818783
1121434	3401714
1801683	2038848
1547445	2015987
1609966	4147426
1617429	906719
1388739	3321549
1262775	1979254
1896213	3784473
1706437	1658046
411490	3606936
1655555	1498937
1739493	2406825
1719	6000000
948458	3987077
1703409	4458874
1797904	2463609
309807	3587328
270374	4894744
936550	1604536
1805429	2310158
240427	3663708
1735326	2085722
1671643	2247352
1437607	2787036
1408442	1435066
1484693	4264855
717606	5452778
1110697	6000000
1042376	3384629
1797704	1043651
1537917	2107395
1798315	1585438
1193807	1431902
1778	6000000
1122183	3416011
1220583	5092029
1298600	6000000
1618917	603276
706434	1765528
879243	2186370
47500	6000000
1125411	1714148
1502851	6000000
528244	6000000
1444314	6000000
1703402	3882126
1802718	715268
1336249	5163333
745776	4406036
1214065	3827067
220341	5133713
259536	2650701
523847	2214633
1121374	4104988
1056816	6000000
1798488	808394
580331	2451061
1801814	1056001
1238426	3019909
1801915	1065995
1452364	1593503
1279038	4290651
941449	3912295
929703	6000000
1811665	2483502
64971	2744234
1802296	569732
1671644	2152700
1673726	1762219
553204	2513912
1408417	1219180
1423814	1877332
1798613	704736
926567	1880838
1260358	4190056
1123284	2862363
128785	3942209
1895927	4184439
1231336	3271684
1566387	6000000
1223520	2491301
1930002	3511528
525146	2873437
1034346	3615034
1547437	5483543
1802365	699607
425400	2052667
674036	4988792
1504822	2453577
1074122	1776306
1262916	2029090
1797312	652051
1797187	2058765
749222	2101285
1655576	1121591
1674822	1882084
1280666	4218197
1051655	2951397
1408452	4936071
1194424	2178998
1802563	848643
1897051	4882528
565045	3261541
582475	4763528
1619058	671769
272129	6000000
148814	1614522
1410614	3552503
62322	5167578
1704279	3162697
1802074	743041
471853	4669183
1230457	3522035
58049	4337945
1759436	942394
929713	4697343
1184607	3541124
1798508	629313
1208660	4899574
1650663	3829505
1934981	2701738
1798335	577812
1618371	1085662
1278309	3799525
1262946	2855741
1871336	2384460
1671650	1612734
1610491	3158922
1798324	882813
1267535	6000000
1190813	4807552
1802156	1032911
684063	6000000
1922337	5940030
1423751	3833216
342451	2577899
1545691	4517831
675524	5022295
1384484	2862526
1674800	1999879
189381	4312088
1221538	1282634
1341695	1895239
1118062	1773998
207954	3924755
1333862	5999202
1159328	2605306
1123001	2035623
1118061	3163675
51663	2509470
131112	1998342
1229489	3765366
56780	3179300
1897004	2566844
742818	2119335
340177	2572079
1798340	534728
1802276	1097461
1805221	3583302
1618427	836375
1801655	1045383
1042377	3862761
1736528	5274600
1797910	3232233
1121923	3076861
886377	3842422
1526571	4378835
947969	3976246
1618386	741021
1262684	1723311
795797	3698650
1218599	4081981
762982	3789812
67344	6000000
1114924	6000000
201973	3382342
203907	705557
456481	3951448
1347368	4068163
1449047	3870599
1635278	1861827
523841	3904707
1408851	1094278
191770	2508584
936588	2042594
544580	3042917
572480	3192235
1798684	1003792
1619066	1233900
1220534	2420154
1471467	951023
1277602	2936546
1798386	1358475
412965	1022154
1414722	3424182
444103	6000000
1797306	773874
1403330	2964160
1256908	3447136
1797760	822791
1798641	848748
913325	3085112
1781243	1175592
1405	5637053
1471438	469441
1262819	1114344
1811650	1234658
1122225	2966206
1118054	5060362
1003	5504183
478801	2785024
1750590	6000000
927668	5476421
1333857	3996920
1356854	4063548
1771959	4434904
1118202	2229574
1301915	1607556
1801681	1586753
880072	3282536
47716	6000000
1219065	4745539
938672	627365
1799667	2498944
53367	6000000
243233	3304561
1801610	2429821
1577791	1488669
198620	6000000
1802748	617965
331113	2628375
1300163	2451734
1801678	865908
935948	2499862
358681	6000000
1122247	5082325
1802208	740502
709991	4392288
1802352	2161296
1811619	2070881
406817	4587917
639283	4765023
1801706	1501108
1577905	4425579
1379910	4820793
1545044	3423189
1802271	647934
134962	6000000
1797628	1264389
1802114	1004695
1121391	4239823
1798320	873312
1802598	823188
1123072	3834117
632955	3961794
1262699	3203784
1636152	6000000
1935151	2975652
1674915	1496595
655353	5339722
1880902	4583806
1068978	6000000
427318	2692402
1618713	1005841
1798348	806761
69014	2088737
1618367	661848
1797282	883870
1550400	1374394
1423758	3854469
1095552	5029135
416213	2702191
1295370	2443876
1122623	6000000
161536	3979837
1335309	5074440
1842517	1253275
1618622	586558
1236903	3427949
1289387	6000000
1121896	3158735
1802368	966660
1122967	4581480
1403948	2280313
1797543	973170
1618929	1063161
167544	1685398
411460	2741706
1232436	2331554
1802561	814881
1287720	4015438
1089548	3657623
1233171	3604168
1169152	5304668
1074136	1829200
1532555	3475610
1801867	865632
435897	6000000
1263010	2691512
397287	4283535
888845	6000000
1420916	3975896
1505932	6000000
1797720	716344
558155	4362450
608538	3486067
1485544	2441599
38026	2947907
557723	2269156
871585	3862530
765698	6000000
1797827	2591217
1618675	621941
153496	3505604
1895005	4836222
1676160	2487536
920	6000000
1619100	899311
1655636	2980252
1273125	4383575
1471483	552203
1121398	4466775
1416778	4947868
225843	4292461
1886027	5478589
1891193	459768
163164	1267782
1618852	909954
553190	1617545
1618471	851196
1365176	1750259
1549855	2467625
1409788	4962831
1935142	2050278
1797470	812613
1736399	3470999
1262896	1490061
1802572	1985228
1560234	3614588
1618568	713546
1798503	684694
1003195	6000000
1736570	4022601
1408440	1795494
1401064	2227780
1230460	3460288
449447	5842795
1121352	2146492
998674	5185674
206672	2260266
555793	4539029
1697793	2997790
1123235	3764506
1308866	3034425
1206778	3384337
1935120	1671866
1294026	1176939
1235997	3961509
1805118	1173289
1333534	5360914
1238674	1352640
1231185	4516452
1410676	2675466
1218108	3792478
1096769	1395997
28031	4843789
1054947	1529780
999552	4650996
1801626	2591587
1329908	922280
666686	4815602
228400	2263857
755963	4365909
561879	3670170
1430897	1231521
1122143	2134509
1618698	825775
1121351	2118625
1385512	3204236
1355374	2260089
1797687	461877
1156395	2524199
1797311	585024
515635	1855560
1797945	1890766
748650	2060511
1195246	3491709
296	5101809
1797198	1848481
63186	5521712
1703774	2883088
1802258	1572598
1797518	840956
693746	4470622
1123239	3831781
563040	2153198
1177117	3693745
438753	5369772
211165	6000000
1267005	4651795
1802635	815040
1233	3098034
525903	1848474
643473	5742264
1121345	5420325
221988	2314078
1225786	4867258
1903686	2300992
1527300	1722565
1618969	892036
35623	1587120
1514904	3441030
1434752	4686666
1805020	1787276
1674798	2608796
1121935	6000000
765104	2505472
939374	1744268
1429043	5934994
1961	6000000
1275970	1498510
1680762	2619147
173990	4457865
1048830	1195147
1104566	5441554
553174	3168282
1122239	3115873
862971	2233640
1797301	580550
1408850	947395
1798675	1042001
1801638	789426
319225	2364842
1817813	3669112
247633	3925629
1564956	4207226
411479	4719097
470145	4300117
371731	3514342
1463857	6000000
343509	4292502
1401244	2221920
1906169	1989720
579137	1761737
1472719	5841040
1895839	5487359
479430	6000000
324602	5258541
1717	6000000
1137280	3890033
1618845	1071720
1618656	578477
1242253	2351656
28181	3638804
321339	4259991
1802241	1496048
377629	5193164
1797971	1896915
1798520	851103
1487953	6000000
1761884	3418751
247490	4087350
1797966	2398452
1123228	4743148
891974	4092852
1484157	4967343
292800	3818500
1618385	803568
1807758	2907774
1165095	2212909
1218355	1164938
1131275	1054487
392416	2316479
1801680	1822471
1816677	4965295
429727	3497719
1869303	2219351
1798679	712692
1121004	2612795
246787	6000000
1122619	2668297
1333523	3255260
102129	6000000
297352	2503066
1622073	2542842
1736297	4573096
1895763	3521150
1423769	3125880
1604004	2253500
1581059	4830264
1618948	629842
1437606	2052470
1802576	1668697
1802405	1128740
1638782	1883603
1811654	1101795
1805392	1446230
1405296	1079683
1802090	900803
1550073	3694812
1802336	665768
1404	5886428
1339252	1967154
671068	6000000
1797727	634342
1033740	2986769
1030841	2467075
1805340	919287
533240	6000000
1797959	2413529
1121898	6000000
1123057	6000000
322098	723970
1054860	6000000
742814	2312695
1802502	809763
1168034	6000000
1797249	686074
1470562	3944324
1706445	3263991
314225	3052398
1618965	774560
1539066	2294002
1798678	927388
1798378	1397841
1719120	3738466
1117322	2178597
1131553	2928185
1801608	1942096
1802429	681786
1330035	4649842
1802757	510477
1462527	5388101
1379393	1095584
1392498	4514366
1121356	2545566
981334	3195486
1797398	3901056
1637507	2061532
931627	6000000
755962	4368072
1802367	873695
173	4798825
1798495	676382
709323	1685122
1655608	1086213
41431	4787694
1881040	6000000
945021	2562720
1035197	2553017
1126833	5749967
717774	4684316
1428449	2274557
1262838	1952918
189426	6000000
1797397	3658993
67275	6000000
1802032	874030
515618	582127
1208600	5569389
1618902	723780
887929	2362882
1150948	1019510
54262	1969648
1805421	1839891
91604	2485110
1798303	1856668
765177	1314639
490193	3319479
1797387	3119795
1674855	1949299
1801770	486472
1094563	1970822
675813	3815101
926571	2527938
1263054	5384454
1637999	4001000
1797395	4364879
1802448	584419
583345	2547570
1463821	4962379
1392489	4140757
1246476	4348607
1158345	2074826
1801751	474981
990316	3026645
1798630	1110745
47853	6000000
1817727	1089434
1802264	1213772
386585	5594477
1265309	4830028
1801732	621168
608534	2676554
859350	1572957
1618395	796582
1798656	598867
1797797	671580
882082	5408301
1285928	6000000
1801956	1351215
1125712	2724935
1417296	4260257
1736587	4397626
1618375	639386
1798478	844291
1736469	3750538
1801611	2456486
1641875	4578348
1817724	750015
370438	3025375
137591	2577731
1798314	2962879
1618758	803389
1028800	6000000
56458	5006106
106592	6000000
1521187	4770266
1801890	850235
1802401	1047645
1520	6000000
1895794	4167186
1390363	1859720
666685	4225490
1797236	2646965
1674893	2602780
1895717	4525478
272623	2365589
1286376	2758640
885272	1675934
1478175	2530677
246969	2086428
1423792	3309179
1377	2199877
1458492	4065010
320483	2339416
762967	2376899
537971	2240130
1276888	4922047
1705391	3602172
755893	4366271
1004149	3704661
1276920	4319900
883154	4138659
1841597	4843591
1349767	5949001
1235790	3996868
1797263	1114964
1359185	1454354
698759	6000000
485918	6000000
1121399	4667344
1471481	977410
1802143	768878
1207063	3952792
1798661	1296610
345341	6000000
1705564	1794460
485447	6000000
1191460	6000000
1802073	1005666
1177931	2080587
940190	2068732
690566	4573221
1802279	767394
1798344	776096
1116389	5750119
743299	3207552
1494608	4593579
1431688	6000000
171693	3675175
1802275	738190
1423750	2605329
1768115	2366182
1190606	5629095
1399796	1022566
1161902	1829558
768679	1841542
1755312	2076422
1802408	1074415
1811639	1369530
1526	6000000
1797609	1413529
1121296	3114416
1210046	3139099
1047085	553464
1587527	3392047
1697794	3113981
315456	1587240
1096856	6000000
392500	5935403
1088868	2454778
1798407	752398
1122613	3018426
537970	1623845
1797922	2664090
1618988	793278
263820	1545895
1802066	900937
1802351	2170461
264203	2056363
487514	5302980
990268	5726473
1219076	5146637
1123326	2656384
939126	2724834
883156	2324129
1122990	3455832
1817733	1089434
1640514	2177275
1470563	4094570
1705388	6000000
1437608	3252147
364032	1673283
1572645	6000000
1852619	6000000
228959	4511475
1805123	1181613
613199	841756
796942	2313632
1321784	2088253
543877	2885033
326427	4684931
1736341	4157793
1811633	1952162
321763	2718640
1198452	6000000
1618835	507511
33935	4866035
186479	6000000
1579373	1157790
419479	6000000
1262908	1442272
1201288	3450786
1583100	4155464
889204	1905984
1200792	6000000
1618519	999614
1619121	849134
1150474	2172469
